"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"shares";"reactions";"like";"love";"haha";"wow";"sad";"angry"
"1";"11";"1";"1378045312483970_2883868141901672";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"BLACK LIVES MATTER & DIE GESCHICHTE DER SKLAVEREI  EXPRESSZEITUNG SPEZIAL  LIVE!!  zu Gast Alexander Schnarf www.expresszeitung.com  Die ExpressZeitung und Kulturstudio haben für alle Unterstützer ein kleines Weihnachts-Dankeschön dabei!   Dienstag, den 15.12.2020 LIVE auf TWITCH 19:00 UHR  📺https://www.twitch.tv/kulturstudio 👈";"2020-12-15T12:08:43+0000";"";"";"";"59";"57";"0";"2";"0";"0";"0"
"1";"12";"1";"1378045312483970_2877293345892485";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"Warum spricht man nie von einem «chinesischen», «italienischen» oder einem «irischen Ghetto»? Der einst hochrangige, schwarze Ex-Kommunist Manning Johnson sagte, der Begriff «Ghetto» sei geschaffen worden, um das Narrativ zu kreieren, Weisse hätten die schwarzen Ghettos geschaffen, um Afroamerikaner von der weissen Gesellschaft fernzuhalten. Weisse seien deshalb auch für die grassierende Armut und Kriminalität in schwarzen Wohngegenden verantwortlich.  Aus unserem Artikel ""Die Entstehung der «schwarzen Ghettos»"" in unserer Ausgabe Nr. 36:   🗞 Black Lives Matter - Geplanter Rassenkrieg zum revolutionären Umsturz des Westens https://shop.expresszeitung.com/shop/shop/alle-ausgaben/ausgabe_36.html?atid=313";"2020-12-07T14:51:12+0000";"";"";"";"112";"100";"0";"10";"0";"0";"2"
"1";"13";"1";"1378045312483970_2875482452740241";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"«Man nennt es ‹Revolutionären Parlamentarismus›, eine Zangenbewegung, die politischen Druck von oben und von unten ausübt. Wenn sie jetzt von Druck von oben sprechen, meinen sie, dass sie ihre Leute und ihren Einfluss innerhalb der Regierung für eine Übernahme nutzen, um offizielle Empfehlungen für die Gesetzgebung vorzulegen. Der Druck von unten bedeutet dann, dass sie ihren Einfluss auf die verschiedenen Massen- Mitgliedsorganisationen des Landes nutzen, um den Anschein einer grossen Unterstützung der Bevölkerung für diese Empfehlungen zu erwecken.» - G. Edward Griffin, Historiker, 1969   Aus unserer neuen Ausgabe ""Black Lives Matter - Geplanter Rassenkrieg zum revolutionären Umsturz des Westens""  🗞 Ausgabe Nr. 36 hier bestellen https://shop.expresszeitung.com/shop/shop/alle-ausgaben/ausgabe_36.html?atid=313)  📬 Abo (beginnt mit BLM-Ausg. Nr 36)  https://shop.expresszeitung.com/shop/shop/abos.html?atid=313";"2020-12-05T09:03:35+0000";"";"";"";"156";"120";"0";"0";"0";"6";"30"
"1";"14";"1";"1378045312483970_2873161676305652";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"";"2020-12-02T13:05:26+0000";"";"";"";"17";"16";"0";"0";"1";"0";"0"
"1";"15";"1";"1378045312483970_2873155756306244";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"Black Lives Matter - Geplanter Rassenkrieg zum revolutionären Umsturz des Westens https://www.expresszeitung.com/?atid=313";"2020-12-02T12:56:49+0000";"";"";"";"59";"52";"0";"0";"0";"1";"6"
"1";"16";"1";"1378045312483970_2873153429639810";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"Black Lives Matter - Geplanter Rassenkrieg zum revolutionären Umsturz des Westens  Es gehört zur klassischen Vorgehensweise marxistischer Ideologen, ihre antifreiheitlichen Absichten unter dem Versprechen zu tarnen, vorherrschende gesellschaftliche Missstände beseitigen zu wollen. Dieses Muster begegnet uns nicht nur bei der Instrumentalisierung der Arbeiter, denen Sozialisten seit jeher die Befreiung von ihren kapitalistischen Ausbeutern garantieren, sondern ebenso bei ethnischen (und anderen) Randgruppen, vor allem amerikanischen Schwarzen, deren Wunsch nach ökonomischer Gleichheit seit Jahrzehnten perfide ausgenutzt wird. Besonders ab den 50er-Jahren - als die Arbeiterklasse nicht mehr in grosser Zahl für den Kommunismus zu missbrauchen war – setzten Marxisten auf die Unzufriedenheit der Schwarzen, um eine «Revolutionäre Situation» herbeizuführen, die einer kommunistischen Machtübernahme den Weg ebnen sollte. Die 2013 entstandene Bewegung «Black Lives Matter» gab der marxistischen Instrumentalisierung von Schwarzen, die schon fast 100 Jahre zuvor unter Anleitung der Sowjetunion begründet worden war, lediglich einen neuen Namen.  📬 Leseprobe / Ausgabe kaufen / Abonnieren auf: https://www.expresszeitung.com/?atid=313   📺 Video zur Ausgabe: Mehr als ein tödlicher Krieg: Die Kommunistische Revolution https://lbry.tv/@ExpressZeitung:8/Griffin:f?r=FkqnNbJ61tDq2WwxWtriFz3GsHxc9J6d";"2020-12-02T12:53:43+0000";"";"";"";"113";"112";"0";"0";"1";"0";"0"
"1";"17";"1";"1378045312483970_2861127017509118";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"AB 11:00 UHR BERLIN  LIVE!  AUF DLIVE ➡️ https://dlive.tv/kulturstudio.tv  Wir versuchen Live-Bilder einzufangen und kommentieren für Euch!   Mit Alexander Schnarf (@better(k)now / ExpressZeitung) und anderen!";"2020-11-18T09:48:51+0000";"";"";"";"14";"14";"0";"0";"0";"0";"0"
"1";"18";"1";"1378045312483970_2860457320909421";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"Black Lives Matter und Co vor über 50 Jahren vorhergesagt:  Ein Vortrag von G. Edward Griffin aus dem Jahr 1969 prophezeit die gegenwärtige Realität in fast unheimlichem Ausmass.   Nur auf LBRY: 📺 Mehr als ein tödlicher Krieg: Die Kommunistische Revolution https://open.lbry.com/@ExpressZeitung:8/Griffin:f?r=FkqnNbJ61tDq2WwxWtriFz3GsHxc9J6d  📬 Jetzt rechtzeitig zur Ausgabe Nr. 36 über ""Black Lives Matter"" die ExpressZeitung abonnieren:  https://shop.expresszeitung.com/shop/shop/abos.html?atid=313   Die freie Verbreitung unserer Videos ist ausdrücklich erlaubt!";"2020-11-17T15:30:31+0000";"";"";"";"45";"36";"0";"0";"8";"1";"0"
"1";"19";"1";"1378045312483970_2858606481094505";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"Morgen werden wir ein neues Video exklusiv auf LBRY veröffentlichen, da unser Youtubekanal aufgrund von angeblichen Verstößen gegen die Community-Richtlinien für Uploads gesperrt ist.   Das Video würde aufgrund des Inhalts ohnehin nach wenigen Stunden gelöscht mitsamt eines weiteren Strikes, also werden wir es erst gar nicht auf Youtube hochladen.  Auf LBRY können Sie die Videos downloaden und selbst verbreiten.  Folgen Sie uns auf LBRY: https://lbry.tv/$/invite/@ExpressZeitung:8";"2020-11-15T16:37:07+0000";"";"";"";"21";"12";"0";"0";"3";"3";"3"
"1";"20";"1";"1378045312483970_2847907012164452";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"Vor Kurzem wurde verkündet, die Slowakei lässt ihre komplette Bevölkerung testen. Wer sich verweigert, dem blüht Existenzvernichtung. Trotzdem wird von einem ""kostenlosen Angebot"" gesprochen - Der blanke Hohn.  Sie werden gezwungen, das Spiel mitzuspielen oder sich bei Weigerung Ihrer Existenzgrundlage zu entziehen. Die Optionen, die Ihnen von Ihren Politikern ""angeboten"" werden, stehen grundsätzlich gegen Ihre eigene Interessen, Ihre Selbstbestimmung, Ihre Grundrechte, Ihre Gemeinschaft und Ihr Land. Oder kurz: Friss oder stirb.  Mit der Corona-Diktatur zur «Neuen Normalität» (Ausgabe Nr. 33): https://shop.expresszeitung.com/shop/shop/alle-ausgaben/ausgabe_33.html?atid=313  Corona-Hysterie ohne Beweise - Die WHO als Wiederholungstäter https://shop.expresszeitung.com/shop/shop/alle-ausgaben/ausgabe_32.html?atid=313  Kostenlose PDF (Ausgabe Nr. 32):  https://t.me/ExpressZeitung/4322 / https://www.expresszeitung.com?atid=313  Pakete zum Selbstkostenpreis:  https://shop.expresszeitung.com/shop/shop/pakete.html?atid=313  Folgen Sie uns auf Telegram:  https://t.me/ExpressZeitung/  Danke an das Kulturstudio für die Bereitstellung der Übersetzung: https://t.me/Kulturstudio/9024  #Slowakei #Testzwang #Impfpflicht";"2020-11-04T17:05:40+0000";"";"";"";"1617";"473";"9";"25";"35";"76";"999"
"1";"21";"1";"1378045312483970_2842121876076299";"data";"data.*";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"Das sind die Zahlen, mit denen die schweizweite Maskenpflicht, ein potentieller Lockdown, Einschränkung der Personenfreizügigkeit und nicht zuletzt eine Wirtschaftskatastrophe gerechtfertigt werden. Wir zeigen auf, was sie tatsächlich bedeuten.  Übrigens: Die Fehlerhaftigkeit der PCR-Tests wurde hier noch nicht einmal miteinbezogen. Das heißt, es bleibt lächerlich, selbst wenn die Tests 100% fehlerfrei wären, was sie absolut nicht sind!  Nachtrag/Anmerkung: Im Video herrscht ein unausgesprochener Gedankensprung vor, der im Video nicht erklärt wurde. Die Aussage, in der es offenbar für manche so wirkt, als hätten wir Testungen und bestätigte Fälle gleichgesetzt, basiert darauf, dass wenn mehr getestet wird, es auch mehr bestätigte Fälle gibt - und eben andersrum: Wo es mehr bestätigte Fälle gibt,, wurde auch mehr getestet. Die bestätigten Fälle sagen nichts darüber aus, ob Symptome vorherrschen oder überhaupt von einer Krankheit gesprochen werden kann. In der Schweiz wurden die Tests extrem hochgefahren (wie auch im Video gezeigt), wodurch dann auch die entsprechenden ""bestätigten Fälle"" zustande kommen.  Gegen Corona-Verblödung: 🧨 Corona-Hysterie ohne Beweise - Die WHO als Wiederholungstäter https://shop.expresszeitung.com/shop/shop/alle-ausgaben/ausgabe_32.html?atid=313   📎 Kostenloses PDF (96 Seiten) https://t.me/ExpressZeitung/5576)  📦 Pakete zum Selbstkostenpreis https://shop.expresszeitung.com/shop/shop/pakete.html?atid=313  🧨 Mit der Corona-Diktatur zur «Neuen Normalität» https://shop.expresszeitung.com/shop/shop/alle-ausgaben/ausgabe_33.html?atid=313  Anmerkung: Das Video wurde spontan, ""quick&dirty"" aufgenommen.";"2020-10-29T18:39:26+0000";"";"";"";"1984";"1691";"4";"153";"64";"37";"35"
"1";"22";"1";"ExpressZeitung";"offcut";"";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";"";"";"";"";""
"1";"23";"1";"ExpressZeitung";"headers";"";"fetched (200)";"2021-03-18 13:44:38.587095";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";"";"";"";"";""
"2";"24";"2";"2944879145800571_2945058775782608";"data";"data.*";"fetched (200)";"2021-03-18 13:45:42.015519";"Facebook:/<post-id>/comments";"Super !!!";"2021-03-06T15:01:28+0000";"1";"0";"";"1";"1";"0";"0";"0";"0";"0"
"2";"25";"2";"2944879145800571_2946370985651387";"data";"data.*";"fetched (200)";"2021-03-18 13:45:42.015519";"Facebook:/<post-id>/comments";"Fragen...‼️‼️‼️ Was für Schutz erwartet ihr denn von einer Impfung die nicht immun macht und auch nicht dafür sorgen kann, daß keine Ansteckung mehr stattfindet..?? Das wird uns doch ständig als Grund genannt, warum Geimpfte weiterhin den Maßnahmen unterliegen..‼️ Der Hersteller verspricht keine Immunität sondern eine Abmilderung eines schweren Verlaufes..‼️ Woher soll also die Herdenimmunitaet kommen..??  Es wird die ganze Zeit davon geredet „schützt die alten Leute“..leider versterben diese in hohem Maße..nach den Impfungen.. Viele sind danach positiv obwohl sie vorher negativ waren,ja das wird jetzt auf die Mutanten geschoben.. Heißt das,ich werde durch die Impfung krank gemacht..?? Müssen jetzt die ungeimpften vor den geimpften Angst haben..‼️??‼️ So viele Fragen und keine Antworten... Das RKI..‼️ Wer sich impfen lässt und glaubt, sich wieder so verhalten zu können wie vor Corona, der irrt.  Nach wie vor gelten strenge Regeln, um andere nicht zu infizieren.  Noch immer ist vieles unklar...‼️ Eine Impfung kann einen schweren Verlauf abmildern oder im besten Fall ganz verhindern..‼️ Vieles aber ist noch nicht ausreichend erforscht..‼️ Noch fehlen eindeutige Studien dazu, wie lange der Impfschutz anhält und inwieweit eine Impfung hilft, die Verbreitung des Virus in der Bevölkerung zu reduzieren oder gar ganz zu stoppen. .‼️ Klar ist auch nicht, ob Geimpfte weiterhin ansteckend sind..‼️ Und naja jetzt auch noch kostenlose Teste ,dann gehen die Fallzahlen wohl wieder in die Höhe ..‼️";"2021-03-08T10:13:10+0000";"0";"0";"";"0";"0";"0";"0";"0";"0";"0"
"2";"26";"2";"2944879145800571_2947022848919534";"data";"data.*";"fetched (200)";"2021-03-18 13:45:42.015519";"Facebook:/<post-id>/comments";"Ist denn das Corona Virus genauso real wie HIV? https://youtu.be/bs_D30CDuFc";"2021-03-09T07:23:22+0000";"0";"0";"";"0";"0";"0";"0";"0";"0";"0"
"2";"27";"2";"2944879145800571_2947022925586193";"data";"data.*";"fetched (200)";"2021-03-18 13:45:42.015519";"Facebook:/<post-id>/comments";"Was bedeutet ein positives Testergebnis? https://youtu.be/_q4tbM4acf4";"2021-03-09T07:23:35+0000";"0";"0";"";"0";"0";"0";"0";"0";"0";"0"
"2";"28";"2";"2944879145800571_2948756915412794";"data";"data.*";"fetched (200)";"2021-03-18 13:45:42.015519";"Facebook:/<post-id>/comments";"Wann wird diese Russenseite endlich dicht gemacht ? 💁‍♂️";"2021-03-11T16:48:44+0000";"0";"0";"";"0";"0";"0";"0";"0";"0";"0"
"2";"29";"2";"1378045312483970_2944879145800571";"offcut";"";"fetched (200)";"2021-03-18 13:45:42.015519";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";""
"2";"30";"2";"1378045312483970_2944879145800571";"headers";"";"fetched (200)";"2021-03-18 13:45:42.015519";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";""
"2";"31";"3";"2939142349707584_2939152593039893";"data";"data.*";"fetched (200)";"2021-03-18 13:45:48.075029";"Facebook:/<post-id>/comments";"Vermutlich";"2021-02-26T09:03:56+0000";"0";"0";"";"0";"0";"0";"0";"0";"0";"0"
"2";"32";"3";"2939142349707584_2939152693039883";"data";"data.*";"fetched (200)";"2021-03-18 13:45:48.075029";"Facebook:/<post-id>/comments";"Geschätzt";"2021-02-26T09:04:12+0000";"2";"0";"";"2";"2";"0";"0";"0";"0";"0"
"2";"33";"3";"2939142349707584_2939162713038881";"data";"data.*";"fetched (200)";"2021-03-18 13:45:48.075029";"Facebook:/<post-id>/comments";"";"2021-02-26T09:30:23+0000";"0";"0";"";"0";"0";"0";"0";"0";"0";"0"
"2";"34";"3";"2939142349707584_2939166609705158";"data";"data.*";"fetched (200)";"2021-03-18 13:45:48.075029";"Facebook:/<post-id>/comments";"Die Menschen müssten eigentlich nur kapieren, dass es einfach keine krankmachenden Viren gibt. Leider ist die Wissenschaft für die Menschen zu einem religiösen Todeskult mutiert. Zu viele verdienen zu gut durch die Lügen und glauben halt an den ganzen Schwachsinn. Ich habe selbst mal Medizin studiert (1. Staatsexamen gemacht), es war der Horror mit anzusehen wie verballert diese ""1.0er Abi"" - Studenten waren. Und dann bilden diese Leute sich noch ein etwas ganz Besonderes zu sein mit ihrer Auswendiglernerei und ihrem weißen Kittel. Die meisten Medizinstudenten sind an der Physikklausur gescheitert (Niveau der 11. Schulklasse oder darunter). Da werden Generationen von Vollidioten angezüchtet. Das Ergebnis sehen wir nun. Anmerkung: Natürlich gibt es auch ein paar kluge und aufrichtige Menschen unter den Medizinern. ";"2021-02-26T09:40:34+0000";"5";"3";"";"6";"5";"0";"1";"0";"0";"0"
"2";"35";"3";"2939142349707584_2939215469700272";"data";"data.*";"fetched (200)";"2021-03-18 13:45:48.075029";"Facebook:/<post-id>/comments";"Pharmahörig noch dazu, die Vertreter gehen doch an den Unis ein und aus, und das nennt sich normalerweise Korruption. Ich darf an Berichte über durch Pharmakonzerne finanzierte Urlaubsreisen von ""Ärztegruppen"" in der Südsee, mit kostenlosen Kursen und Tauchausrüstungen. (Udo Ulfkotte)";"2021-02-26T11:00:53+0000";"1";"0";"";"1";"1";"0";"0";"0";"0";"0"
"2";"36";"3";"2939142349707584_2939230099698809";"data";"data.*";"fetched (200)";"2021-03-18 13:45:48.075029";"Facebook:/<post-id>/comments";"Eilmeldung-Wieler freut sich das trotz Lockdown die zahlen steigen und die 3.Welle bereits am RKI an die Tür geklopft hat-also Vorsicht- und nicht ninterfragen-einfach durch marschieren";"2021-02-26T11:33:00+0000";"1";"0";"";"1";"1";"0";"0";"0";"0";"0"
