"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"from.name";"from.id";"created_time";"comments";"reactions";"shares";"comment_likes";"comment_comments"
"1";"150";"107";"7382473689_10160610331903690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-21T03:30:10+0000";"23";"337";"23";"";""
"1";"151";"107";"7382473689_10160610244818690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-21T02:30:10+0000";"59";"845";"29";"";""
"1";"152";"107";"7382473689_10160610096988690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-21T01:00:19+0000";"13";"150";"8";"";""
"1";"153";"107";"7382473689_10160609740603690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T21:30:13+0000";"406";"3855";"135";"";""
"1";"154";"107";"7382473689_10160609579883690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T20:00:13+0000";"84";"1419";"50";"";""
"1";"155";"107";"7382473689_10160609456563690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T19:00:20+0000";"28";"292";"47";"";""
"1";"156";"107";"7382473689_10160609456448690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T19:00:13+0000";"57";"1111";"123";"";""
"1";"157";"107";"7382473689_10160609410658690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T18:30:10+0000";"183";"1379";"37";"";""
"1";"158";"107";"7382473689_10160609351813690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T17:57:03+0000";"52";"291";"27";"";""
"1";"159";"107";"7382473689_10160609309878690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T17:30:08+0000";"36";"371";"22";"";""
"1";"160";"107";"7382473689_10160609259853690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T17:00:14+0000";"31";"323";"27";"";""
"1";"161";"107";"7382473689_10160609207388690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T16:30:12+0000";"20";"278";"13";"";""
"1";"162";"107";"7382473689_10160609075778690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T15:00:20+0000";"9";"245";"11";"";""
"1";"163";"107";"7382473689_10160609075318690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T15:00:07+0000";"17";"316";"19";"";""
"1";"164";"107";"7382473689_10160608981468690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T14:00:06+0000";"10";"368";"23";"";""
"1";"165";"107";"7382473689_10160608937093690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T13:30:08+0000";"67";"733";"30";"";""
"1";"166";"107";"7382473689_10160608906093690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T13:12:11+0000";"71";"1586";"476";"";""
"1";"167";"107";"7382473689_10160608898973690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T12:59:45+0000";"118";"1005";"40";"";""
"1";"168";"107";"7382473689_10160608887363690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T12:51:07+0000";"373";"1990";"100";"";""
"1";"169";"107";"7382473689_10160608880578690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T12:46:22+0000";"52";"364";"22";"";""
"1";"170";"107";"aljazeera";"offcut";"";"fetched (200)";"2022-02-22 00:50:53.902766";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";""
"1";"171";"107";"7382473689_10160608879098690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T12:45:01+0000";"84";"608";"22";"";""
"1";"172";"107";"7382473689_10160608873803690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T12:40:30+0000";"48";"2322";"542";"";""
"1";"173";"107";"7382473689_10160608871103690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T12:37:37+0000";"1064";"13136";"810";"";""
"1";"174";"107";"7382473689_10160608869678690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T12:36:36+0000";"9";"123";"13";"";""
"1";"175";"107";"7382473689_10160608868273690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T12:35:30+0000";"855";"5207";"194";"";""
"1";"176";"107";"7382473689_10160608769153690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T11:09:33+0000";"54";"1164";"148";"";""
"1";"177";"107";"7382473689_10160608632518690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T09:00:55+0000";"22";"501";"19";"";""
"1";"178";"107";"7382473689_10160608600143690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T08:30:11+0000";"199";"1831";"51";"";""
"1";"179";"107";"7382473689_10160608539148690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T07:30:13+0000";"303";"2859";"309";"";""
"1";"180";"107";"7382473689_10160608515353690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-20T07:00:53+0000";"230";"1177";"39";"";""
"1";"181";"107";"7382473689_10160607780638690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T22:00:15+0000";"242";"1914";"45";"";""
"1";"182";"107";"7382473689_10160607738288690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T21:30:10+0000";"64";"620";"36";"";""
"1";"183";"107";"7382473689_10160607689903690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T21:00:59+0000";"66";"1028";"39";"";""
"1";"184";"107";"7382473689_10160607573523690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T20:00:37+0000";"134";"660";"31";"";""
"1";"185";"107";"7382473689_10160607424863690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T18:30:11+0000";"7";"308";"18";"";""
"1";"186";"107";"7382473689_10160607378903690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T18:00:47+0000";"77";"265";"19";"";""
"1";"187";"107";"7382473689_10160607335708690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T17:30:08+0000";"119";"881";"95";"";""
"1";"188";"107";"7382473689_10160607295448690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T17:00:53+0000";"10";"197";"11";"";""
"1";"189";"107";"7382473689_10160607294143690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T17:00:15+0000";"6";"168";"20";"";""
"1";"190";"107";"7382473689_10160607246928690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T16:30:14+0000";"11";"242";"20";"";""
"1";"191";"107";"aljazeera";"offcut";"";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";""
"1";"192";"107";"7382473689_10160607194833690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T16:00:56+0000";"381";"4173";"168";"";""
"1";"193";"107";"7382473689_10160607144718690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T15:30:16+0000";"25";"268";"17";"";""
"1";"194";"107";"7382473689_10160607085203690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T15:00:51+0000";"7";"187";"5";"";""
"1";"195";"107";"7382473689_10160607038783690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T14:37:11+0000";"172";"1903";"554";"";""
"1";"196";"107";"7382473689_10160607040028690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T14:37:04+0000";"147";"1945";"83";"";""
"1";"197";"107";"7382473689_10160607034268690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T14:34:00+0000";"69";"508";"27";"";""
"1";"198";"107";"7382473689_10160607032513690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T14:33:11+0000";"43";"171";"12";"";""
"1";"199";"107";"7382473689_10160607030323690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T14:32:02+0000";"19";"502";"21";"";""
"1";"200";"107";"7382473689_10160607028038690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T14:30:59+0000";"27";"324";"18";"";""
"1";"201";"107";"7382473689_10160607026618690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T14:29:59+0000";"769";"5937";"1978";"";""
"1";"202";"107";"7382473689_10160607023768690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T14:28:42+0000";"213";"2217";"92";"";""
"1";"203";"107";"7382473689_10160606978438690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T14:01:09+0000";"59";"905";"21";"";""
"1";"204";"107";"7382473689_10160606604843690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T09:00:54+0000";"78";"1630";"62";"";""
"1";"205";"107";"7382473689_10160606572113690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T08:30:10+0000";"39";"284";"17";"";""
"1";"206";"107";"7382473689_10160606541873690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T08:01:11+0000";"127";"2546";"84";"";""
"1";"207";"107";"7382473689_10160606507778690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T07:30:19+0000";"20";"1408";"40";"";""
"1";"208";"107";"7382473689_10160606473793690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T07:00:49+0000";"27";"183";"12";"";""
"1";"209";"107";"7382473689_10160606438058690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T06:30:24+0000";"87";"748";"64";"";""
"1";"210";"107";"7382473689_10160606405518690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T06:00:40+0000";"119";"564";"26";"";""
"1";"211";"107";"7382473689_10160606373953690";"data";"data.*";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"Al Jazeera English";"7382473689";"2022-02-19T05:30:21+0000";"4";"177";"15";"";""
"1";"212";"107";"aljazeera";"offcut";"";"fetched (200)";"2022-02-22 00:50:54.264764";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";""
"2";"213";"108";"7382473689_10160611919253690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:33:16+0000";"";"";"";"0";"0"
"2";"214";"108";"7382473689_10160611919253690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:40:25+0000";"";"";"";"1";"2"
"2";"215";"108";"7382473689_10160611919253690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:44:06+0000";"";"";"";"0";"1"
"2";"216";"108";"7382473689_10160611919253690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:44:20+0000";"";"";"";"0";"0"
"2";"217";"108";"7382473689_10160611919253690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:44:27+0000";"";"";"";"0";"0"
"2";"218";"108";"7382473689_10160611919253690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:45:17+0000";"";"";"";"0";"2"
"2";"219";"108";"7382473689_10160611919253690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:50:09+0000";"";"";"";"0";"0"
"2";"220";"108";"7382473689_10160611919253690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:50:32+0000";"";"";"";"0";"0"
"2";"221";"108";"7382473689_10160611919253690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:54:11+0000";"";"";"";"0";"0"
"2";"222";"108";"7382473689_10160611919253690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"2022-02-22T00:03:03+0000";"";"";"";"0";"0"
"2";"223";"108";"7382473689_10160611919253690";"offcut";"";"fetched (200)";"2022-02-22 01:14:49.337696";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";""
"2";"224";"109";"7382473689_10160611872573690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.685731";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:01:51+0000";"";"";"";"1";"0"
"2";"225";"109";"7382473689_10160611872573690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.685731";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:03:32+0000";"";"";"";"0";"0"
"2";"226";"109";"7382473689_10160611872573690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.685731";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:05:09+0000";"";"";"";"0";"0"
"2";"227";"109";"7382473689_10160611872573690";"data";"data.*";"fetched (200)";"2022-02-22 01:14:49.685731";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:09:19+0000";"";"";"";"0";"0"
